Database name, Table Name, Field Name, Is Primary Key, Is Foreign Key, Type
flight_company, AIRPORT, COUNTRY, False, False, text
flight_company, AIRPORT, IATA, False, False, text
flight_company, AIRPORT, ICAO, False, False, text
flight_company, AIRPORT, NAME, False, False, text
flight_company, OPERATE_COMPANY, ID, True, False, number
flight_company, OPERATE_COMPANY, NAME, False, False, text
flight_company, OPERATE_COMPANY, TYPE, False, False, text
flight_company, OPERATE_COMPANY, PRINCIPAL_ACTIVITIES, False, False, text
flight_company, OPERATE_COMPANY, INCORPORATED_IN, False, False, text
flight_company, OPERATE_COMPANY, GROUP_EQUITY_SHAREHOLDING, False, False, number
flight_company, FLIGHT, ID, True, False, number
flight_company, FLIGHT, VEHICLE_FLIGHT_NUMBER, False, False, text
flight_company, FLIGHT, DATE, False, False, text
flight_company, FLIGHT, PILOT, False, False, text
flight_company, FLIGHT, VELOCITY, False, False, number
flight_company, FLIGHT, ALTITUDE, False, False, number
flight_company, FLIGHT, AIRPORT_ID, False, False, number
flight_company, FLIGHT, COMPANY_ID, False, False, number
icfp_1, INSTITUTION, INSTITUTION_ID, True, False, number
icfp_1, INSTITUTION, NAME, False, False, text
icfp_1, INSTITUTION, COUNTRY, False, False, text
icfp_1, AUTHORS, AUTHOR_ID, True, False, number
icfp_1, AUTHORS, LAST_NAME, False, False, text
icfp_1, AUTHORS, FIRST_NAME, False, False, text
icfp_1, PAPERS, PAPER_ID, True, False, number
icfp_1, PAPERS, TITLE, False, False, text
icfp_1, AUTHORSHIP_COUNT, AUTHOR_ID, True, False, number
icfp_1, AUTHORSHIP_COUNT, INSTITUTION_ID, False, False, number
icfp_1, AUTHORSHIP_COUNT, PAPER_ID, False, False, number
icfp_1, AUTHORSHIP_COUNT, AUTHOR_COUNT, False, False, number
body_builder, BODY_BUILDER, BODY_BUILDER_ID, True, False, number
body_builder, BODY_BUILDER, PEOPLE_ID, False, False, number
body_builder, BODY_BUILDER, SNATCH, False, False, number
body_builder, BODY_BUILDER, CLEAN_JERK, False, False, number
body_builder, BODY_BUILDER, TOTAL, False, False, number
body_builder, PEOPLE, PEOPLE_ID, True, False, number
body_builder, PEOPLE, NAME, False, False, text
body_builder, PEOPLE, HEIGHT, False, False, number
body_builder, PEOPLE, WEIGHT, False, False, number
body_builder, PEOPLE, BIRTH_DATE, False, False, text
body_builder, PEOPLE, BIRTH_PLACE, False, False, text
storm_record, STORM, STORM_ID, True, False, number
storm_record, STORM, NAME, False, False, text
storm_record, STORM, DATES_ACTIVE, False, False, text
storm_record, STORM, MAX_SPEED, False, False, number
storm_record, STORM, DAMAGE_MILLIONS_USD, False, False, number
storm_record, STORM, NUMBER_DEATHS, False, False, number
storm_record, REGION, REGION_ID, True, False, number
storm_record, REGION, REGION_CODE, False, False, text
storm_record, REGION, REGION_NAME, False, False, text
storm_record, AFFECTED_REGION, REGION_ID, True, False, number
storm_record, AFFECTED_REGION, STORM_ID, False, False, number
storm_record, AFFECTED_REGION, NUMBER_CITY_AFFECTED, False, False, number
pilot_record, AIRCRAFT, AIRCRAFT_ID, True, False, number
pilot_record, AIRCRAFT, ORDER_YEAR, False, False, number
pilot_record, AIRCRAFT, MANUFACTURER, False, False, text
pilot_record, AIRCRAFT, MODEL, False, False, text
pilot_record, AIRCRAFT, FLEET_SERIES, False, False, text
pilot_record, AIRCRAFT, POWERTRAIN, False, False, text
pilot_record, AIRCRAFT, FUEL_PROPULSION, False, False, text
pilot_record, PILOT, PILOT_ID, True, False, number
pilot_record, PILOT, PILOT_NAME, False, False, text
pilot_record, PILOT, RANK, False, False, number
pilot_record, PILOT, AGE, False, False, number
pilot_record, PILOT, NATIONALITY, False, False, text
pilot_record, PILOT, POSITION, False, False, text
pilot_record, PILOT, JOIN_YEAR, False, False, number
pilot_record, PILOT, TEAM, False, False, text
pilot_record, PILOT_RECORD, RECORD_ID, False, False, number
pilot_record, PILOT_RECORD, PILOT_ID, True, False, number
pilot_record, PILOT_RECORD, AIRCRAFT_ID, False, False, number
pilot_record, PILOT_RECORD, DATE, False, False, text
race_track, RACE, RACE_ID, True, False, number
race_track, RACE, NAME, False, False, text
race_track, RACE, CLASS, False, False, text
race_track, RACE, DATE, False, False, text
race_track, RACE, TRACK_ID, False, False, text
race_track, TRACK, TRACK_ID, True, False, number
race_track, TRACK, NAME, False, False, text
race_track, TRACK, LOCATION, False, False, text
race_track, TRACK, SEATING, False, False, number
race_track, TRACK, YEAR_OPENED, False, False, number
academic, AUTHOR, AID, True, False, number
academic, AUTHOR, HOMEPAGE, False, False, text
academic, AUTHOR, NAME, False, False, text
academic, AUTHOR, OID, False, False, number
academic, CONFERENCE, CID, True, False, number
academic, CONFERENCE, HOMEPAGE, False, False, text
academic, CONFERENCE, NAME, False, False, text
academic, DOMAIN, DID, True, False, number
academic, DOMAIN, NAME, False, False, text
academic, DOMAIN_AUTHOR, AID, False, False, number
academic, DOMAIN_AUTHOR, DID, True, False, number
academic, DOMAIN_CONFERENCE, CID, False, False, number
academic, DOMAIN_CONFERENCE, DID, True, False, number
academic, JOURNAL, HOMEPAGE, False, False, text
academic, JOURNAL, JID, True, False, number
academic, JOURNAL, NAME, False, False, text
academic, DOMAIN_JOURNAL, DID, True, False, number
academic, DOMAIN_JOURNAL, JID, False, False, number
academic, KEYWORD, KEYWORD, False, False, text
academic, KEYWORD, KID, True, False, number
academic, DOMAIN_KEYWORD, DID, True, False, number
academic, DOMAIN_KEYWORD, KID, False, False, number
academic, PUBLICATION, ABSTRACT, False, False, text
academic, PUBLICATION, CID, False, False, text
academic, PUBLICATION, CITATION_NUM, False, False, number
academic, PUBLICATION, JID, False, False, number
academic, PUBLICATION, PID, True, False, number
academic, PUBLICATION, REFERENCE_NUM, False, False, number
academic, PUBLICATION, TITLE, False, False, text
academic, PUBLICATION, YEAR, False, False, number
academic, DOMAIN_PUBLICATION, DID, True, False, number
academic, DOMAIN_PUBLICATION, PID, False, False, number
academic, ORGANIZATION, CONTINENT, False, False, text
academic, ORGANIZATION, HOMEPAGE, False, False, text
academic, ORGANIZATION, NAME, False, False, text
academic, ORGANIZATION, OID, True, False, number
academic, PUBLICATION_KEYWORD, PID, False, False, number
academic, PUBLICATION_KEYWORD, KID, True, False, number
academic, WRITES, AID, True, False, number
academic, WRITES, PID, False, False, number
academic, CITE, CITED, False, False, number
academic, CITE, CITING, False, False, number
department_store, ADDRESSES, ADDRESS_ID, True, False, number
department_store, ADDRESSES, ADDRESS_DETAILS, False, False, text
department_store, STAFF, STAFF_ID, True, False, number
department_store, STAFF, STAFF_GENDER, False, False, text
department_store, STAFF, STAFF_NAME, False, False, text
department_store, SUPPLIERS, SUPPLIER_ID, True, False, number
department_store, SUPPLIERS, SUPPLIER_NAME, False, False, text
department_store, SUPPLIERS, SUPPLIER_PHONE, False, False, text
department_store, DEPARTMENT_STORE_CHAIN, DEPARTMENT_STORE_CHAIN_ID, True, False, number
department_store, DEPARTMENT_STORE_CHAIN, DEPARTMENT_STORE_CHAIN_NAME, False, False, text
department_store, CUSTOMERS, CUSTOMER_ID, True, False, number
department_store, CUSTOMERS, PAYMENT_METHOD_CODE, False, False, text
department_store, CUSTOMERS, CUSTOMER_CODE, False, False, text
department_store, CUSTOMERS, CUSTOMER_NAME, False, False, text
department_store, CUSTOMERS, CUSTOMER_ADDRESS, False, False, text
department_store, CUSTOMERS, CUSTOMER_PHONE, False, False, text
department_store, CUSTOMERS, CUSTOMER_EMAIL, False, False, text
department_store, PRODUCTS, PRODUCT_ID, True, False, number
department_store, PRODUCTS, PRODUCT_TYPE_CODE, False, False, text
department_store, PRODUCTS, PRODUCT_NAME, False, False, text
department_store, PRODUCTS, PRODUCT_PRICE, False, False, number
department_store, SUPPLIER_ADDRESSES, SUPPLIER_ID, True, False, number
department_store, SUPPLIER_ADDRESSES, ADDRESS_ID, False, False, number
department_store, SUPPLIER_ADDRESSES, DATE_FROM, False, False, time
department_store, SUPPLIER_ADDRESSES, DATE_TO, False, False, time
department_store, CUSTOMER_ADDRESSES, CUSTOMER_ID, True, False, number
department_store, CUSTOMER_ADDRESSES, ADDRESS_ID, False, False, number
department_store, CUSTOMER_ADDRESSES, DATE_FROM, False, False, time
department_store, CUSTOMER_ADDRESSES, DATE_TO, False, False, time
department_store, CUSTOMER_ORDERS, ORDER_ID, True, False, number
department_store, CUSTOMER_ORDERS, CUSTOMER_ID, False, False, number
department_store, CUSTOMER_ORDERS, ORDER_STATUS_CODE, False, False, text
department_store, CUSTOMER_ORDERS, ORDER_DATE, False, False, time
department_store, DEPARTMENT_STORES, DEPARTMENT_STORE_ID, True, False, number
department_store, DEPARTMENT_STORES, DEPARTMENT_STORE_CHAIN_ID, False, False, number
department_store, DEPARTMENT_STORES, STORE_NAME, False, False, text
department_store, DEPARTMENT_STORES, STORE_ADDRESS, False, False, text
department_store, DEPARTMENT_STORES, STORE_PHONE, False, False, text
department_store, DEPARTMENT_STORES, STORE_EMAIL, False, False, text
department_store, DEPARTMENTS, DEPARTMENT_ID, True, False, number
department_store, DEPARTMENTS, DEPARTMENT_STORE_ID, False, False, number
department_store, DEPARTMENTS, DEPARTMENT_NAME, False, False, text
department_store, ORDER_ITEMS, ORDER_ITEM_ID, True, False, number
department_store, ORDER_ITEMS, ORDER_ID, False, False, number
department_store, ORDER_ITEMS, PRODUCT_ID, False, False, number
department_store, PRODUCT_SUPPLIERS, PRODUCT_ID, True, False, number
department_store, PRODUCT_SUPPLIERS, SUPPLIER_ID, False, False, number
department_store, PRODUCT_SUPPLIERS, DATE_SUPPLIED_FROM, False, False, time
department_store, PRODUCT_SUPPLIERS, DATE_SUPPLIED_TO, False, False, time
department_store, PRODUCT_SUPPLIERS, TOTAL_AMOUNT_PURCHASED, False, False, text
department_store, PRODUCT_SUPPLIERS, TOTAL_VALUE_PURCHASED, False, False, number
department_store, STAFF_DEPARTMENT_ASSIGNMENTS, STAFF_ID, True, False, number
department_store, STAFF_DEPARTMENT_ASSIGNMENTS, DEPARTMENT_ID, False, False, number
department_store, STAFF_DEPARTMENT_ASSIGNMENTS, DATE_ASSIGNED_FROM, False, False, time
department_store, STAFF_DEPARTMENT_ASSIGNMENTS, JOB_TITLE_CODE, False, False, text
department_store, STAFF_DEPARTMENT_ASSIGNMENTS, DATE_ASSIGNED_TO, False, False, time
music_4, ARTIST, ARTIST_ID, True, False, number
music_4, ARTIST, ARTIST, False, False, text
music_4, ARTIST, AGE, False, False, number
music_4, ARTIST, FAMOUS_TITLE, False, False, text
music_4, ARTIST, FAMOUS_RELEASE_DATE, False, False, text
music_4, VOLUME, VOLUME_ID, True, False, number
music_4, VOLUME, VOLUME_ISSUE, False, False, text
music_4, VOLUME, ISSUE_DATE, False, False, text
music_4, VOLUME, WEEKS_ON_TOP, False, False, number
music_4, VOLUME, SONG, False, False, text
music_4, VOLUME, ARTIST_ID, False, False, number
music_4, MUSIC_FESTIVAL, ID, True, False, number
music_4, MUSIC_FESTIVAL, MUSIC_FESTIVAL, False, False, text
music_4, MUSIC_FESTIVAL, DATE_OF_CEREMONY, False, False, text
music_4, MUSIC_FESTIVAL, CATEGORY, False, False, text
music_4, MUSIC_FESTIVAL, VOLUME, False, False, number
music_4, MUSIC_FESTIVAL, RESULT, False, False, text
insurance_fnol, CUSTOMERS, CUSTOMER_ID, True, False, number
insurance_fnol, CUSTOMERS, CUSTOMER_NAME, False, False, text
insurance_fnol, SERVICES, SERVICE_ID, True, False, number
insurance_fnol, SERVICES, SERVICE_NAME, False, False, text
insurance_fnol, AVAILABLE_POLICIES, POLICY_ID, True, False, number
insurance_fnol, AVAILABLE_POLICIES, POLICY_TYPE_CODE, False, False, text
insurance_fnol, AVAILABLE_POLICIES, CUSTOMER_PHONE, False, False, text
insurance_fnol, CUSTOMERS_POLICIES, CUSTOMER_ID, True, False, number
insurance_fnol, CUSTOMERS_POLICIES, POLICY_ID, False, False, number
insurance_fnol, CUSTOMERS_POLICIES, DATE_OPENED, False, False, time
insurance_fnol, CUSTOMERS_POLICIES, DATE_CLOSED, False, False, time
insurance_fnol, FIRST_NOTIFICATION_OF_LOSS, FNOL_ID, True, False, number
insurance_fnol, FIRST_NOTIFICATION_OF_LOSS, CUSTOMER_ID, False, False, number
insurance_fnol, FIRST_NOTIFICATION_OF_LOSS, POLICY_ID, False, False, number
insurance_fnol, FIRST_NOTIFICATION_OF_LOSS, SERVICE_ID, False, False, number
insurance_fnol, CLAIMS, CLAIM_ID, True, False, number
insurance_fnol, CLAIMS, FNOL_ID, False, False, number
insurance_fnol, CLAIMS, EFFECTIVE_DATE, False, False, time
insurance_fnol, SETTLEMENTS, SETTLEMENT_ID, True, False, number
insurance_fnol, SETTLEMENTS, CLAIM_ID, False, False, number
insurance_fnol, SETTLEMENTS, EFFECTIVE_DATE, False, False, time
insurance_fnol, SETTLEMENTS, SETTLEMENT_AMOUNT, False, False, number
cinema, FILM, FILM_ID, True, False, number
cinema, FILM, RANK_IN_SERIES, False, False, number
cinema, FILM, NUMBER_IN_SEASON, False, False, number
cinema, FILM, TITLE, False, False, text
cinema, FILM, DIRECTED_BY, False, False, text
cinema, FILM, ORIGINAL_AIR_DATE, False, False, text
cinema, FILM, PRODUCTION_CODE, False, False, text
cinema, CINEMA, CINEMA_ID, True, False, number
cinema, CINEMA, NAME, False, False, text
cinema, CINEMA, OPENNING_YEAR, False, False, number
cinema, CINEMA, CAPACITY, False, False, number
cinema, CINEMA, LOCATION, False, False, text
cinema, SCHEDULE, CINEMA_ID, True, False, number
cinema, SCHEDULE, FILM_ID, False, False, number
cinema, SCHEDULE, DATE, False, False, text
cinema, SCHEDULE, SHOW_TIMES_PER_DAY, False, False, number
cinema, SCHEDULE, PRICE, False, False, number
decoration_competition, COLLEGE, COLLEGE_ID, True, False, number
decoration_competition, COLLEGE, NAME, False, False, text
decoration_competition, COLLEGE, LEADER_NAME, False, False, text
decoration_competition, COLLEGE, COLLEGE_LOCATION, False, False, text
decoration_competition, MEMBER, MEMBER_ID, True, False, number
decoration_competition, MEMBER, NAME, False, False, text
decoration_competition, MEMBER, COUNTRY, False, False, text
decoration_competition, MEMBER, COLLEGE_ID, False, False, number
decoration_competition, ROUND, ROUND_ID, False, False, number
decoration_competition, ROUND, MEMBER_ID, True, False, number
decoration_competition, ROUND, DECORATION_THEME, False, False, text
decoration_competition, ROUND, RANK_IN_ROUND, False, False, number
phone_market, PHONE, NAME, False, False, text
phone_market, PHONE, PHONE_ID, True, False, number
phone_market, PHONE, MEMORY_IN_G, False, False, number
phone_market, PHONE, CARRIER, False, False, text
phone_market, PHONE, PRICE, False, False, number
phone_market, MARKET, MARKET_ID, True, False, number
phone_market, MARKET, DISTRICT, False, False, text
phone_market, MARKET, NUM_OF_EMPLOYEES, False, False, number
phone_market, MARKET, NUM_OF_SHOPS, False, False, number
phone_market, MARKET, RANKING, False, False, number
phone_market, PHONE_MARKET, MARKET_ID, True, False, number
phone_market, PHONE_MARKET, PHONE_ID, False, False, text
phone_market, PHONE_MARKET, NUM_OF_STOCK, False, False, number
store_product, PRODUCT, PRODUCT_ID, True, False, number
store_product, PRODUCT, PRODUCT, False, False, text
store_product, PRODUCT, DIMENSIONS, False, False, text
store_product, PRODUCT, DPI, False, False, number
store_product, PRODUCT, PAGES_PER_MINUTE_COLOR, False, False, number
store_product, PRODUCT, MAX_PAGE_SIZE, False, False, text
store_product, PRODUCT, INTERFACE, False, False, text
store_product, STORE, STORE_ID, True, False, number
store_product, STORE, STORE_NAME, False, False, text
store_product, STORE, TYPE, False, False, text
store_product, STORE, AREA_SIZE, False, False, number
store_product, STORE, NUMBER_OF_PRODUCT_CATEGORY, False, False, number
store_product, STORE, RANKING, False, False, number
store_product, DISTRICT, DISTRICT_ID, True, False, number
store_product, DISTRICT, DISTRICT_NAME, False, False, text
store_product, DISTRICT, HEADQUARTERED_CITY, False, False, text
store_product, DISTRICT, CITY_POPULATION, False, False, number
store_product, DISTRICT, CITY_AREA, False, False, number
store_product, STORE_PRODUCT, STORE_ID, True, False, number
store_product, STORE_PRODUCT, PRODUCT_ID, False, False, number
store_product, STORE_DISTRICT, STORE_ID, True, False, number
store_product, STORE_DISTRICT, DISTRICT_ID, False, False, number
assets_maintenance, THIRD_PARTY_COMPANIES, COMPANY_ID, True, False, number
assets_maintenance, THIRD_PARTY_COMPANIES, COMPANY_TYPE, False, False, text
assets_maintenance, THIRD_PARTY_COMPANIES, COMPANY_NAME, False, False, text
assets_maintenance, THIRD_PARTY_COMPANIES, COMPANY_ADDRESS, False, False, text
assets_maintenance, THIRD_PARTY_COMPANIES, OTHER_COMPANY_DETAILS, False, False, text
assets_maintenance, MAINTENANCE_CONTRACTS, MAINTENANCE_CONTRACT_ID, True, False, number
assets_maintenance, MAINTENANCE_CONTRACTS, MAINTENANCE_CONTRACT_COMPANY_ID, False, False, number
assets_maintenance, MAINTENANCE_CONTRACTS, CONTRACT_START_DATE, False, False, time
assets_maintenance, MAINTENANCE_CONTRACTS, CONTRACT_END_DATE, False, False, time
assets_maintenance, MAINTENANCE_CONTRACTS, OTHER_CONTRACT_DETAILS, False, False, text
assets_maintenance, PARTS, PART_ID, True, False, number
assets_maintenance, PARTS, PART_NAME, False, False, text
assets_maintenance, PARTS, CHARGEABLE_YN, False, False, text
assets_maintenance, PARTS, CHARGEABLE_AMOUNT, False, False, text
assets_maintenance, PARTS, OTHER_PART_DETAILS, False, False, text
assets_maintenance, SKILLS, SKILL_ID, True, False, number
assets_maintenance, SKILLS, SKILL_CODE, False, False, text
assets_maintenance, SKILLS, SKILL_DESCRIPTION, False, False, text
assets_maintenance, STAFF, STAFF_ID, True, False, number
assets_maintenance, STAFF, STAFF_NAME, False, False, text
assets_maintenance, STAFF, GENDER, False, False, text
assets_maintenance, STAFF, OTHER_STAFF_DETAILS, False, False, text
assets_maintenance, ASSETS, ASSET_ID, True, False, number
assets_maintenance, ASSETS, MAINTENANCE_CONTRACT_ID, False, False, number
assets_maintenance, ASSETS, SUPPLIER_COMPANY_ID, False, False, number
assets_maintenance, ASSETS, ASSET_DETAILS, False, False, text
assets_maintenance, ASSETS, ASSET_MAKE, False, False, text
assets_maintenance, ASSETS, ASSET_MODEL, False, False, text
assets_maintenance, ASSETS, ASSET_ACQUIRED_DATE, False, False, time
assets_maintenance, ASSETS, ASSET_DISPOSED_DATE, False, False, time
assets_maintenance, ASSETS, OTHER_ASSET_DETAILS, False, False, text
assets_maintenance, ASSET_PARTS, ASSET_ID, False, False, number
assets_maintenance, ASSET_PARTS, PART_ID, False, False, number
assets_maintenance, MAINTENANCE_ENGINEERS, ENGINEER_ID, True, False, number
assets_maintenance, MAINTENANCE_ENGINEERS, COMPANY_ID, False, False, number
assets_maintenance, MAINTENANCE_ENGINEERS, FIRST_NAME, False, False, text
assets_maintenance, MAINTENANCE_ENGINEERS, LAST_NAME, False, False, text
assets_maintenance, MAINTENANCE_ENGINEERS, OTHER_DETAILS, False, False, text
assets_maintenance, ENGINEER_SKILLS, ENGINEER_ID, False, False, number
assets_maintenance, ENGINEER_SKILLS, SKILL_ID, False, False, number
assets_maintenance, FAULT_LOG, FAULT_LOG_ENTRY_ID, True, False, number
assets_maintenance, FAULT_LOG, ASSET_ID, False, False, number
assets_maintenance, FAULT_LOG, RECORDED_BY_STAFF_ID, False, False, number
assets_maintenance, FAULT_LOG, FAULT_LOG_ENTRY_DATETIME, False, False, time
assets_maintenance, FAULT_LOG, FAULT_DESCRIPTION, False, False, text
assets_maintenance, FAULT_LOG, OTHER_FAULT_DETAILS, False, False, text
assets_maintenance, ENGINEER_VISITS, ENGINEER_VISIT_ID, True, False, number
assets_maintenance, ENGINEER_VISITS, CONTACT_STAFF_ID, False, False, number
assets_maintenance, ENGINEER_VISITS, ENGINEER_ID, False, False, number
assets_maintenance, ENGINEER_VISITS, FAULT_LOG_ENTRY_ID, False, False, number
assets_maintenance, ENGINEER_VISITS, FAULT_STATUS, False, False, text
assets_maintenance, ENGINEER_VISITS, VISIT_START_DATETIME, False, False, time
assets_maintenance, ENGINEER_VISITS, VISIT_END_DATETIME, False, False, time
assets_maintenance, ENGINEER_VISITS, OTHER_VISIT_DETAILS, False, False, text
assets_maintenance, PART_FAULTS, PART_FAULT_ID, True, False, number
assets_maintenance, PART_FAULTS, PART_ID, False, False, number
assets_maintenance, PART_FAULTS, FAULT_SHORT_NAME, False, False, text
assets_maintenance, PART_FAULTS, FAULT_DESCRIPTION, False, False, text
assets_maintenance, PART_FAULTS, OTHER_FAULT_DETAILS, False, False, text
assets_maintenance, FAULT_LOG_PARTS, FAULT_LOG_ENTRY_ID, False, False, number
assets_maintenance, FAULT_LOG_PARTS, PART_FAULT_ID, False, False, number
assets_maintenance, FAULT_LOG_PARTS, FAULT_STATUS, False, False, text
assets_maintenance, SKILLS_REQUIRED_TO_FIX, PART_FAULT_ID, False, False, number
assets_maintenance, SKILLS_REQUIRED_TO_FIX, SKILL_ID, False, False, number
student_assessment, ADDRESSES, ADDRESS_ID, True, False, number
student_assessment, ADDRESSES, LINE_1, False, False, text
student_assessment, ADDRESSES, LINE_2, False, False, text
student_assessment, ADDRESSES, CITY, False, False, text
student_assessment, ADDRESSES, ZIP_POSTCODE, False, False, text
student_assessment, ADDRESSES, STATE_PROVINCE_COUNTY, False, False, text
student_assessment, ADDRESSES, COUNTRY, False, False, text
student_assessment, PEOPLE, PERSON_ID, True, False, number
student_assessment, PEOPLE, FIRST_NAME, False, False, text
student_assessment, PEOPLE, MIDDLE_NAME, False, False, text
student_assessment, PEOPLE, LAST_NAME, False, False, text
student_assessment, PEOPLE, CELL_MOBILE_NUMBER, False, False, text
student_assessment, PEOPLE, EMAIL_ADDRESS, False, False, text
student_assessment, PEOPLE, LOGIN_NAME, False, False, text
student_assessment, PEOPLE, PASSWORD, False, False, text
student_assessment, STUDENTS, STUDENT_ID, True, False, number
student_assessment, STUDENTS, STUDENT_DETAILS, False, False, text
student_assessment, COURSES, COURSE_ID, True, False, text
student_assessment, COURSES, COURSE_NAME, False, False, text
student_assessment, COURSES, COURSE_DESCRIPTION, False, False, text
student_assessment, COURSES, OTHER_DETAILS, False, False, text
student_assessment, PEOPLE_ADDRESSES, PERSON_ADDRESS_ID, True, False, number
student_assessment, PEOPLE_ADDRESSES, PERSON_ID, False, False, number
student_assessment, PEOPLE_ADDRESSES, ADDRESS_ID, False, False, number
student_assessment, PEOPLE_ADDRESSES, DATE_FROM, False, False, time
student_assessment, PEOPLE_ADDRESSES, DATE_TO, False, False, time
student_assessment, STUDENT_COURSE_REGISTRATIONS, STUDENT_ID, True, False, number
student_assessment, STUDENT_COURSE_REGISTRATIONS, COURSE_ID, False, False, number
student_assessment, STUDENT_COURSE_REGISTRATIONS, REGISTRATION_DATE, False, False, time
student_assessment, STUDENT_COURSE_ATTENDANCE, STUDENT_ID, True, False, number
student_assessment, STUDENT_COURSE_ATTENDANCE, COURSE_ID, False, False, number
student_assessment, STUDENT_COURSE_ATTENDANCE, DATE_OF_ATTENDANCE, False, False, time
student_assessment, CANDIDATES, CANDIDATE_ID, True, False, number
student_assessment, CANDIDATES, CANDIDATE_DETAILS, False, False, text
student_assessment, CANDIDATE_ASSESSMENTS, CANDIDATE_ID, True, False, number
student_assessment, CANDIDATE_ASSESSMENTS, QUALIFICATION, False, False, text
student_assessment, CANDIDATE_ASSESSMENTS, ASSESSMENT_DATE, False, False, time
student_assessment, CANDIDATE_ASSESSMENTS, ASESSMENT_OUTCOME_CODE, False, False, text
dog_kennels, BREEDS, BREED_CODE, True, False, text
dog_kennels, BREEDS, BREED_NAME, False, False, text
dog_kennels, CHARGES, CHARGE_ID, True, False, number
dog_kennels, CHARGES, CHARGE_TYPE, False, False, text
dog_kennels, CHARGES, CHARGE_AMOUNT, False, False, number
dog_kennels, SIZES, SIZE_CODE, True, False, text
dog_kennels, SIZES, SIZE_DESCRIPTION, False, False, text
dog_kennels, TREATMENT_TYPES, TREATMENT_TYPE_CODE, True, False, text
dog_kennels, TREATMENT_TYPES, TREATMENT_TYPE_DESCRIPTION, False, False, text
dog_kennels, OWNERS, OWNER_ID, True, False, number
dog_kennels, OWNERS, FIRST_NAME, False, False, text
dog_kennels, OWNERS, LAST_NAME, False, False, text
dog_kennels, OWNERS, STREET, False, False, text
dog_kennels, OWNERS, CITY, False, False, text
dog_kennels, OWNERS, STATE, False, False, text
dog_kennels, OWNERS, ZIP_CODE, False, False, text
dog_kennels, OWNERS, EMAIL_ADDRESS, False, False, text
dog_kennels, OWNERS, HOME_PHONE, False, False, text
dog_kennels, OWNERS, CELL_NUMBER, False, False, text
